nombre de noeuds,degre moyen,distance moyenne,dynamique de propagation,proportion propagation,nombre de honeypots,nombre de smart honeypots,probabilite I -> S,probabilite S -> R,degre du noeud source,epidemic peak,time to extinction
30,9.883333333333333,2.47816091954023,1,0,3,0,0.023435907363431003,0.01919659451456204,5,28,2083
98,27.086734693877553,4.192720387123922,1,0,11,1,0.23480725431441152,0.09739037318072315,6,14,42
119,32.37394957983193,4.5476427859279305,1,0,5,4,0.03156969811693078,0.16615259645144304,5,23,151
109,29.825688073394495,4.653075093442066,1,0,7,4,0.02618070829213638,0.041470953045630976,7,1,128
89,24.797752808988765,4.2168028600612875,1,0,1,1,0.2954606116260267,0.12705320812199303,6,16,91
75,21.3,3.80972972972973,1,0,7,4,0.021780411326908555,0.1832688093277894,6,9,74
56,16.446428571428573,3.514935064935065,1,0,2,2,0.1952107179243365,0.04882752281193825,5,16,149
114,31.109649122807017,4.586865393572427,1,0,8,6,0.05267320971503546,0.11265929974856428,6,7,60
117,31.846153846153847,4.628647214854111,1,0,20,7,0.23109347081134785,0.18393390936964019,8,4,25
103,28.344660194174757,4.359032933561775,1,0,14,8,0.11063532314648447,0.030723893763563038,6,56,275
39,12.217948717948717,2.8394062078272606,1,0,10,3,0.16286206707274883,0.1382548467977465,5,9,21
51,15.205882352941176,3.276078431372549,1,0,12,10,0.02825670310900804,0.025985288172228317,5,43,436
68,19.5,3.6839332748024582,1,0,13,11,0.18224111181794334,0.15223489481308927,6,8,36
46,13.923913043478262,3.1623188405797102,1,0,4,3,0.1485414495713501,0.007328852377419382,4,40,759
110,30.104545454545455,4.500250208507089,1,0,23,8,0.11771471420106128,0.0450311548160159,5,41,156
61,17.75409836065574,3.5229508196721313,1,0,14,5,0.25096934596720777,0.06689703944795454,7,16,57
73,20.726027397260275,4.030821917808219,1,0,13,12,0.024917095570067944,0.14806081848600627,4,7,43
70,19.978571428571428,3.8252587991718427,1,0,6,3,0.02156755882700745,0.18508750525667847,4,6,27
55,16.172727272727272,3.5286195286195285,1,0,8,8,0.04858365597756248,0.17684479651218138,4,2,21
97,26.824742268041238,4.229381443298969,1,0,0,0,0.23857254426968239,0.13469891500145542,6,24,79
55,16.172727272727272,3.5124579124579123,1,0,10,4,0.048015361895636995,0.08829461300032578,6,24,110
34,10.926470588235293,2.661319073083779,1,0,3,1,0.09798066668789056,0.1922916419519014,4,7,36
59,17.24576271186441,3.488603156049094,1,0,17,1,0.1676689573548777,0.18268784554088613,5,4,22
88,24.545454545454547,4.153082549634274,1,0,25,22,0.10177085335716463,0.1625844510483477,4,8,37
76,21.513157894736842,3.9940350877192983,1,0,4,4,0.16571661650047376,0.07188342595139866,3,31,111
30,9.816666666666666,2.6344827586206896,1,0,6,5,0.2855067020066386,0.03885085652341778,6,12,90
83,23.259036144578314,4.224507787246547,1,0,21,14,0.02135237367895855,0.052039478940141916,6,40,182
31,10.112903225806452,2.6301075268817202,1,0,8,1,0.11838408552668223,0.1679850422580374,7,6,23
