proba is,proba sr,nombre hpb,nombre shp,pic,cumul inf
0.35,0.06,3,2,165,6119
0.35,0.06,3,3,173,7037
0.35,0.06,3,4,190,8389
0.35,0.06,4,0,181,9220
0.35,0.06,4,1,179,7846
0.35,0.06,4,2,180,6580
0.35,0.06,4,3,184,7180
0.35,0.06,4,4,176,6830
0.35,0.06,5,0,172,6747
0.35,0.06,5,1,169,6357
0.35,0.06,5,2,179,7451
0.35,0.06,5,3,178,6591
0.35,0.06,5,4,175,8440
0.4,0.01,1,0,194,42935
0.4,0.01,1,1,192,45915
0.4,0.01,1,2,197,42944
0.4,0.01,1,3,194,43847
0.4,0.01,1,4,194,50865
0.4,0.01,2,0,195,46588
0.4,0.01,2,1,191,48078
0.4,0.01,2,2,195,42818
0.4,0.01,2,3,195,45909
0.4,0.01,2,4,196,37370
0.4,0.01,3,0,191,52410
0.4,0.01,3,1,197,39532
0.4,0.01,3,2,196,37162
0.4,0.01,3,3,194,43840
0.4,0.01,3,4,192,44844
0.4,0.01,4,0,198,51180
0.4,0.01,4,1,199,42194
0.4,0.01,4,2,197,48298
0.4,0.01,4,3,195,41889
0.4,0.01,4,4,198,39018
0.4,0.01,5,0,196,38305
0.4,0.01,5,1,196,44706
0.4,0.01,5,2,197,50008
0.4,0.01,5,3,195,47419
0.4,0.01,5,4,198,43176
0.4,0.015,1,0,192,27727
0.4,0.015,1,1,195,32030
0.4,0.015,1,2,198,32949
0.4,0.015,1,3,196,30941
0.4,0.015,1,4,191,29793
0.4,0.015,2,0,194,31924
0.4,0.015,2,1,195,36246
0.4,0.015,2,2,192,26566
0.4,0.015,2,3,196,34940
0.4,0.015,2,4,195,24675
0.4,0.015,3,0,196,28481
0.4,0.015,3,1,190,24573
0.4,0.015,3,2,197,26376
0.4,0.015,3,3,194,27521
0.4,0.015,3,4,193,30097
0.4,0.015,4,0,194,28394
0.4,0.015,4,1,197,34894
0.4,0.015,4,2,189,29948
0.4,0.015,4,3,190,26651
0.4,0.015,4,4,185,24349
0.4,0.015,5,0,194,31209
0.4,0.015,5,1,195,33005
0.4,0.015,5,2,189,25074
0.4,0.015,5,3,187,30932
0.4,0.015,5,4,191,25856
0.4,0.02,1,0,188,24184
0.4,0.02,1,1,189,24033
0.4,0.02,1,2,190,22150
0.4,0.02,1,3,192,26002
0.4,0.02,1,4,196,20782
0.4,0.02,2,0,193,24729
0.4,0.02,2,1,196,24158
0.4,0.02,2,2,189,19655
0.4,0.02,2,3,193,23718
0.4,0.02,2,4,191,21326
0.4,0.02,3,0,193,23782
0.4,0.02,3,1,195,20946
0.4,0.02,3,2,188,17666
0.4,0.02,3,3,188,17328
0.4,0.02,3,4,189,21890
0.4,0.02,4,0,189,19996
0.4,0.02,4,1,190,19155
0.4,0.02,4,2,188,20825
0.4,0.02,4,3,190,22468
0.4,0.02,4,4,190,17832
0.4,0.02,5,0,196,25332
0.4,0.02,5,1,195,23654
0.4,0.02,5,2,189,22140
0.4,0.02,5,3,194,19912
0.4,0.02,5,4,192,22710
0.4,0.025,1,0,193,15613
0.4,0.025,1,1,187,17088
0.4,0.025,1,2,189,17500
0.4,0.025,1,3,190,19819
0.4,0.025,1,4,191,15676
0.4,0.025,2,0,191,19488
0.4,0.025,2,1,190,17949
0.4,0.025,2,2,188,17835
0.4,0.025,2,3,188,14825
0.4,0.025,2,4,180,15470
0.4,0.025,3,0,193,16171
0.4,0.025,3,1,189,16380
0.4,0.025,3,2,187,16435
0.4,0.025,3,3,192,20065
0.4,0.025,3,4,193,16843
0.4,0.025,4,0,194,18744
0.4,0.025,4,1,185,14900
0.4,0.025,4,2,194,15127
0.4,0.025,4,3,194,18061
0.4,0.025,4,4,189,14526
0.4,0.025,5,0,187,18590
0.4,0.025,5,1,194,16517
0.4,0.025,5,2,189,16341
0.4,0.025,5,3,190,15154
0.4,0.025,5,4,193,14880
0.4,0.03,1,0,188,16344
0.4,0.03,1,1,185,14464
0.4,0.03,1,2,185,13816
0.4,0.03,1,3,189,15102
0.4,0.03,1,4,191,14634
0.4,0.03,2,0,191,16449
0.4,0.03,2,1,187,15411
0.4,0.03,2,2,187,15515
0.4,0.03,2,3,190,14904
0.4,0.03,2,4,181,12814
0.4,0.03,3,0,189,17654
0.4,0.03,3,1,193,14666
0.4,0.03,3,2,187,17557
0.4,0.03,3,3,188,15743
0.4,0.03,3,4,184,14877
0.4,0.03,4,0,186,13484
0.4,0.03,4,1,189,16011
0.4,0.03,4,2,182,13392
0.4,0.03,4,3,192,13256
0.4,0.03,4,4,186,16015
0.4,0.03,5,0,181,14149
0.4,0.03,5,1,188,13674
0.4,0.03,5,2,191,14008
0.4,0.03,5,3,182,13307
0.4,0.03,5,4,180,14288
0.4,0.035,1,0,184,12194
0.4,0.035,1,1,183,13333
0.4,0.035,1,2,180,12666
0.4,0.035,1,3,189,11623
0.4,0.035,1,4,194,10745
0.4,0.035,2,0,192,12582
0.4,0.035,2,1,193,13102
0.4,0.035,2,2,190,10790
0.4,0.035,2,3,187,11013
0.4,0.035,2,4,189,13588
0.4,0.035,3,0,190,12520
0.4,0.035,3,1,185,11640
0.4,0.035,3,2,191,12883
0.4,0.035,3,3,184,11357
0.4,0.035,3,4,186,13614
0.4,0.035,4,0,183,11758
0.4,0.035,4,1,193,13445
0.4,0.035,4,2,191,13010
0.4,0.035,4,3,187,10837
0.4,0.035,4,4,197,15152
0.4,0.035,5,0,186,12239
0.4,0.035,5,1,184,10710
0.4,0.035,5,2,183,10970
0.4,0.035,5,3,182,10369
0.4,0.035,5,4,192,12683
0.4,0.04,1,0,189,12212
0.4,0.04,1,1,181,11001
0.4,0.04,1,2,182,10790
0.4,0.04,1,3,186,11709
0.4,0.04,1,4,190,11924
0.4,0.04,2,0,184,12581
0.4,0.04,2,1,191,11410
0.4,0.04,2,2,190,9931
0.4,0.04,2,3,187,10082
0.4,0.04,2,4,195,10852
0.4,0.04,3,0,178,11210
0.4,0.04,3,1,186,10328
0.4,0.04,3,2,192,12446
0.4,0.04,3,3,187,9926
0.4,0.04,3,4,190,9481
0.4,0.04,4,0,179,11514
0.4,0.04,4,1,182,10488
0.4,0.04,4,2,191,10811
0.4,0.04,4,3,183,8866
0.4,0.04,4,4,184,11644
0.4,0.04,5,0,188,9764
0.4,0.04,5,1,186,11685
0.4,0.04,5,2,195,11990
0.4,0.04,5,3,186,10687
0.4,0.04,5,4,181,12222
0.4,0.045,1,0,178,10178
0.4,0.045,1,1,184,9972
0.4,0.045,1,2,190,9643
0.4,0.045,1,3,185,9147
0.4,0.045,1,4,183,9991
0.4,0.045,2,0,185,10239
0.4,0.045,2,1,180,9885
0.4,0.045,2,2,172,8934
0.4,0.045,2,3,178,11369
0.4,0.045,2,4,184,9845
0.4,0.045,3,0,182,9444
0.4,0.045,3,1,186,10587
0.4,0.045,3,2,184,9411
0.4,0.045,3,3,177,9031
0.4,0.045,3,4,187,8680
0.4,0.045,4,0,187,9276
0.4,0.045,4,1,176,8046
0.4,0.045,4,2,192,9923
0.4,0.045,4,3,177,9469
0.4,0.045,4,4,180,7892
0.4,0.045,5,0,186,9491
0.4,0.045,5,1,166,8782
0.4,0.045,5,2,180,8870
0.4,0.045,5,3,171,8743
0.4,0.045,5,4,189,8838
0.4,0.05,1,0,183,9055
0.4,0.05,1,1,177,7502
0.4,0.05,1,2,185,8728
0.4,0.05,1,3,179,8529
0.4,0.05,1,4,189,9562
0.4,0.05,2,0,174,8165
0.4,0.05,2,1,174,10459
0.4,0.05,2,2,181,8769
0.4,0.05,2,3,186,9886
0.4,0.05,2,4,178,8100
0.4,0.05,3,0,183,8488
0.4,0.05,3,1,184,9373
0.4,0.05,3,2,182,8273
0.4,0.05,3,3,189,9048
0.4,0.05,3,4,177,8200
0.4,0.05,4,0,183,8697
0.4,0.05,4,1,183,7820
0.4,0.05,4,2,187,9171
0.4,0.05,4,3,179,7750
0.4,0.05,4,4,175,8209
0.4,0.05,5,0,187,8050
0.4,0.05,5,1,184,8711
0.4,0.05,5,2,183,9227
0.4,0.05,5,3,186,8359
0.4,0.05,5,4,179,7647
0.4,0.055,1,0,171,8590
0.4,0.055,1,1,193,10758
0.4,0.055,1,2,183,6458
0.4,0.055,1,3,179,7124
0.4,0.055,1,4,184,8444
0.4,0.055,2,0,169,7143
0.4,0.055,2,1,187,8088
0.4,0.055,2,2,175,7981
0.4,0.055,2,3,182,8151
0.4,0.055,2,4,180,8155
0.4,0.055,3,0,182,7514
0.4,0.055,3,1,174,7466
0.4,0.055,3,2,179,7796
0.4,0.055,3,3,175,6547
0.4,0.055,3,4,191,7531
0.4,0.055,4,0,180,6441
0.4,0.055,4,1,175,6936
0.4,0.055,4,2,189,7679
0.4,0.055,4,3,177,6920
0.4,0.055,4,4,178,6671
0.4,0.055,5,0,180,8601
0.4,0.055,5,1,181,6802
0.4,0.055,5,2,167,6691
0.4,0.055,5,3,188,9140
0.4,0.055,5,4,174,8050
0.4,0.06,1,0,182,7815
0.4,0.06,1,1,177,7018
0.4,0.06,1,2,174,7133
0.4,0.06,1,3,182,7647
0.4,0.06,1,4,174,6145
0.4,0.06,2,0,185,8173
0.4,0.06,2,1,176,7528
0.4,0.06,2,2,173,6348
0.4,0.06,2,3,183,7819
0.4,0.06,2,4,164,6220
0.4,0.06,3,0,176,6107
0.4,0.06,3,1,181,7388
0.4,0.06,3,2,182,7534
0.4,0.06,3,3,184,7909
0.4,0.06,3,4,176,6872
0.4,0.06,4,0,188,8009
0.4,0.06,4,1,183,8052
0.4,0.06,4,2,185,7575
0.4,0.06,4,3,179,7535
0.4,0.06,4,4,188,7186
0.4,0.06,5,0,183,7062
0.4,0.06,5,1,182,6798
0.4,0.06,5,2,179,6117
0.4,0.06,5,3,175,7134
0.4,0.06,5,4,186,7280
0.45,0.01,1,0,197,36016
0.45,0.01,1,1,198,44660
0.45,0.01,1,2,196,39658
0.45,0.01,1,3,198,43718
0.45,0.01,1,4,194,42527
0.45,0.01,2,0,193,50308
0.45,0.01,2,1,196,43779
0.45,0.01,2,2,197,45123
0.45,0.01,2,3,195,40677
0.45,0.01,2,4,195,38982
0.45,0.01,3,0,194,40282
0.45,0.01,3,1,194,45500
0.45,0.01,3,2,194,36870
0.45,0.01,3,3,193,38090
0.45,0.01,3,4,196,41754
0.45,0.01,4,0,195,37968
0.45,0.01,4,1,197,38223
0.45,0.01,4,2,193,44205
0.45,0.01,4,3,194,33614
0.45,0.01,4,4,195,38846
0.45,0.01,5,0,197,38202
0.45,0.01,5,1,197,43859
0.45,0.01,5,2,192,33883
0.45,0.01,5,3,194,37628
0.45,0.01,5,4,191,36923
0.45,0.015,1,0,197,27456
0.45,0.015,1,1,193,28429
0.45,0.015,1,2,194,31742
0.45,0.015,1,3,188,30675
0.45,0.015,1,4,193,24468
0.45,0.015,2,0,193,25668
0.45,0.015,2,1,191,25302
0.45,0.015,2,2,195,31439
0.45,0.015,2,3,193,26795
0.45,0.015,2,4,191,24351
0.45,0.015,3,0,192,25905
0.45,0.015,3,1,192,26609
0.45,0.015,3,2,189,27555
0.45,0.015,3,3,197,28224
0.45,0.015,3,4,194,23784
0.45,0.015,4,0,191,30239
0.45,0.015,4,1,195,30358
0.45,0.015,4,2,194,24531
0.45,0.015,4,3,195,26621
0.45,0.015,4,4,196,25649
0.45,0.015,5,0,185,25806
0.45,0.015,5,1,194,25300
0.45,0.015,5,2,192,25929
0.45,0.015,5,3,194,25487
0.45,0.015,5,4,186,25014
0.45,0.02,1,0,194,21574
0.45,0.02,1,1,197,18965
0.45,0.02,1,2,189,19829
0.45,0.02,1,3,190,19875
0.45,0.02,1,4,195,23871
0.45,0.02,2,0,186,19903
0.45,0.02,2,1,193,21014
0.45,0.02,2,2,190,19851
0.45,0.02,2,3,191,21985
0.45,0.02,2,4,192,19190
0.45,0.02,3,0,188,18301
0.45,0.02,3,1,194,20309
0.45,0.02,3,2,189,16570
0.45,0.02,3,3,190,18568
0.45,0.02,3,4,196,21291
0.45,0.02,4,0,192,22320
0.45,0.02,4,1,192,22276
0.45,0.02,4,2,193,19081
0.45,0.02,4,3,191,19885
0.45,0.02,4,4,187,16967
0.45,0.02,5,0,193,20496
0.45,0.02,5,1,189,20207
0.45,0.02,5,2,190,19423
0.45,0.02,5,3,187,16913
0.45,0.02,5,4,194,17177
0.45,0.025,1,0,190,17734
0.45,0.025,1,1,180,13650
0.45,0.025,1,2,180,13760
0.45,0.025,1,3,189,16404
0.45,0.025,1,4,178,15156
0.45,0.025,2,0,184,18174
0.45,0.025,2,1,196,17502
0.45,0.025,2,2,186,14005
0.45,0.025,2,3,188,15419
0.45,0.025,2,4,195,16078
0.45,0.025,3,0,189,15729
0.45,0.025,3,1,194,15561
0.45,0.025,3,2,189,15193
0.45,0.025,3,3,183,13781
0.45,0.025,3,4,190,14354
0.45,0.025,4,0,194,16744
0.45,0.025,4,1,187,16019
0.45,0.025,4,2,191,16573
0.45,0.025,4,3,196,16006
0.45,0.025,4,4,187,17888
0.45,0.025,5,0,193,15230
0.45,0.025,5,1,192,14713
0.45,0.025,5,2,185,10539
0.45,0.025,5,3,193,16059
0.45,0.025,5,4,185,13901
0.45,0.03,1,0,188,12909
0.45,0.03,1,1,183,12353
0.45,0.03,1,2,189,14790
0.45,0.03,1,3,189,15137
0.45,0.03,1,4,181,12740
0.45,0.03,2,0,189,16221
0.45,0.03,2,1,191,15375
0.45,0.03,2,2,189,11269
0.45,0.03,2,3,188,14462
0.45,0.03,2,4,191,13462
0.45,0.03,3,0,185,15800
0.45,0.03,3,1,189,11505
0.45,0.03,3,2,188,13676
0.45,0.03,3,3,193,12351
0.45,0.03,3,4,185,12610
0.45,0.03,4,0,191,13411
0.45,0.03,4,1,185,14951
0.45,0.03,4,2,187,12625
0.45,0.03,4,3,184,11858
0.45,0.03,4,4,189,12326
0.45,0.03,5,0,187,12996
0.45,0.03,5,1,188,11550
0.45,0.03,5,2,182,13538
0.45,0.03,5,3,189,13964
0.45,0.03,5,4,179,11392
0.45,0.035,1,0,193,11253
0.45,0.035,1,1,189,12638
0.45,0.035,1,2,184,10330
0.45,0.035,1,3,189,12001
0.45,0.035,1,4,191,10542
0.45,0.035,2,0,187,12819
0.45,0.035,2,1,180,12359
0.45,0.035,2,2,185,12638
0.45,0.035,2,3,185,9879
0.45,0.035,2,4,183,9963
0.45,0.035,3,0,183,12480
0.45,0.035,3,1,185,9311
0.45,0.035,3,2,183,11725
0.45,0.035,3,3,182,10730
0.45,0.035,3,4,185,10546
0.45,0.035,4,0,188,11318
0.45,0.035,4,1,193,10550
0.45,0.035,4,2,193,12351
0.45,0.035,4,3,189,12649
0.45,0.035,4,4,184,11313
0.45,0.035,5,0,182,11259
0.45,0.035,5,1,185,11040
0.45,0.035,5,2,192,9823
0.45,0.035,5,3,191,10319
0.45,0.035,5,4,190,11806
0.45,0.04,1,0,193,12037
0.45,0.04,1,1,185,9819
0.45,0.04,1,2,191,9404
0.45,0.04,1,3,182,10126
0.45,0.04,1,4,170,9849
0.45,0.04,2,0,175,9160
0.45,0.04,2,1,193,11519
0.45,0.04,2,2,186,11022
0.45,0.04,2,3,185,10437
0.45,0.04,2,4,185,10649
0.45,0.04,3,0,176,10146
0.45,0.04,3,1,185,10725
0.45,0.04,3,2,182,9211
0.45,0.04,3,3,179,10338
0.45,0.04,3,4,180,10495
0.45,0.04,4,0,188,8292
0.45,0.04,4,1,188,9123
0.45,0.04,4,2,185,9811
0.45,0.04,4,3,185,8842
0.45,0.04,4,4,182,8985
0.45,0.04,5,0,183,8748
0.45,0.04,5,1,181,8834
0.45,0.04,5,2,184,9584
0.45,0.04,5,3,191,11576
0.45,0.04,5,4,176,9874
0.45,0.045,1,0,193,9572
0.45,0.045,1,1,181,9034
0.45,0.045,1,2,183,7667
0.45,0.045,1,3,175,8841
0.45,0.045,1,4,187,8654
0.45,0.045,2,0,186,9585
0.45,0.045,2,1,184,8934
0.45,0.045,2,2,188,7545
0.45,0.045,2,3,193,10029
0.45,0.045,2,4,189,8808
0.45,0.045,3,0,179,7435
0.45,0.045,3,1,184,8451
0.45,0.045,3,2,182,8099
0.45,0.045,3,3,184,8563
0.45,0.045,3,4,185,9026
0.45,0.045,4,0,184,8222
0.45,0.045,4,1,179,8306
0.45,0.045,4,2,179,7261
0.45,0.045,4,3,187,9546
0.45,0.045,4,4,173,7563
0.45,0.045,5,0,179,8509
0.45,0.045,5,1,177,8913
0.45,0.045,5,2,185,9343
0.45,0.045,5,3,186,9716
0.45,0.045,5,4,181,8511
0.45,0.05,1,0,189,8000
0.45,0.05,1,1,187,8517
0.45,0.05,1,2,189,8496
0.45,0.05,1,3,185,7161
0.45,0.05,1,4,184,7913
0.45,0.05,2,0,177,7959
0.45,0.05,2,1,171,7857
0.45,0.05,2,2,182,8323
0.45,0.05,2,3,178,8071
0.45,0.05,2,4,181,7325
0.45,0.05,3,0,182,7339
0.45,0.05,3,1,176,7560
0.45,0.05,3,2,183,8499
0.45,0.05,3,3,175,7957
0.45,0.05,3,4,187,8276
0.45,0.05,4,0,184,7610
0.45,0.05,4,1,188,7757
0.45,0.05,4,2,177,7601
0.45,0.05,4,3,185,7425
0.45,0.05,4,4,175,6999
0.45,0.05,5,0,190,8462
0.45,0.05,5,1,181,7455
0.45,0.05,5,2,188,8261
0.45,0.05,5,3,186,8098
0.45,0.05,5,4,188,8501
0.45,0.055,1,0,177,7656
0.45,0.055,1,1,187,6356
0.45,0.055,1,2,180,7845
0.45,0.055,1,3,182,7463
0.45,0.055,1,4,170,6472
0.45,0.055,2,0,190,7791
0.45,0.055,2,1,185,6830
0.45,0.055,2,2,189,6957
0.45,0.055,2,3,175,7046
0.45,0.055,2,4,180,7820
0.45,0.055,3,0,178,7003
0.45,0.055,3,1,174,6671
0.45,0.055,3,2,174,8055
0.45,0.055,3,3,180,7351
0.45,0.055,3,4,168,6171
0.45,0.055,4,0,188,6849
0.45,0.055,4,1,173,7254
0.45,0.055,4,2,179,7700
0.45,0.055,4,3,186,6853
0.45,0.055,4,4,181,7618
0.45,0.055,5,0,168,5906
0.45,0.055,5,1,182,6965
0.45,0.055,5,2,178,7443
0.45,0.055,5,3,179,7322
0.45,0.055,5,4,174,6659
0.45,0.06,1,0,188,7010
0.45,0.06,1,1,179,6452
0.45,0.06,1,2,185,7024
0.45,0.06,1,3,181,6036
0.45,0.06,1,4,177,6516
0.45,0.06,2,0,179,6378
0.45,0.06,2,1,175,5695
0.45,0.06,2,2,180,6801
0.45,0.06,2,3,180,6284
0.45,0.06,2,4,175,5413
0.45,0.06,3,0,182,6023
0.45,0.06,3,1,179,7336
0.45,0.06,3,2,173,5350
0.45,0.06,3,3,172,4933
0.45,0.06,3,4,178,6479
0.45,0.06,4,0,181,6252
0.45,0.06,4,1,170,5119
0.45,0.06,4,2,184,7901
0.45,0.06,4,3,180,5735
0.45,0.06,4,4,180,6633
0.45,0.06,5,0,190,7150
0.45,0.06,5,1,181,6997
0.45,0.06,5,2,176,6193
0.45,0.06,5,3,187,6709
0.45,0.06,5,4,179,5816
0.5,0.01,1,0,195,34479
0.5,0.01,1,1,194,43032
0.5,0.01,1,2,195,36287
0.5,0.01,1,3,189,33600
0.5,0.01,1,4,194,31530
0.5,0.01,2,0,195,37121
0.5,0.01,2,1,196,48697
0.5,0.01,2,2,194,37260
0.5,0.01,2,3,197,40749
0.5,0.01,2,4,198,44791
0.5,0.01,3,0,193,39110
0.5,0.01,3,1,196,37796
0.5,0.01,3,2,190,40721
0.5,0.01,3,3,194,35802
0.5,0.01,3,4,193,39988
0.5,0.01,4,0,197,34992
0.5,0.01,4,1,197,34932
0.5,0.01,4,2,195,41163
0.5,0.01,4,3,197,36135
0.5,0.01,4,4,195,38843
0.5,0.01,5,0,194,35375
0.5,0.01,5,1,197,44085
0.5,0.01,5,2,194,36803
0.5,0.01,5,3,196,42174
0.5,0.01,5,4,195,33009
0.5,0.015,1,0,190,26380
0.5,0.015,1,1,191,24714
0.5,0.015,1,2,197,26304
0.5,0.015,1,3,188,24926
0.5,0.015,1,4,191,24376
0.5,0.015,2,0,195,25108
0.5,0.015,2,1,194,27054
0.5,0.015,2,2,189,22046
0.5,0.015,2,3,193,22684
0.5,0.015,2,4,195,23178
0.5,0.015,3,0,197,23556
0.5,0.015,3,1,190,22286
0.5,0.015,3,2,191,22305
0.5,0.015,3,3,194,28013
0.5,0.015,3,4,188,19146
0.5,0.015,4,0,195,27418
0.5,0.015,4,1,196,27736
0.5,0.015,4,2,192,24359
0.5,0.015,4,3,197,23450
0.5,0.015,4,4,183,22110
0.5,0.015,5,0,191,25654
0.5,0.015,5,1,190,23387
0.5,0.015,5,2,196,25995
0.5,0.015,5,3,189,23692
0.5,0.015,5,4,190,22030
0.5,0.02,1,0,192,20021
0.5,0.02,1,1,188,16406
0.5,0.02,1,2,193,21628
0.5,0.02,1,3,197,22021
0.5,0.02,1,4,189,15534
0.5,0.02,2,0,189,19097
0.5,0.02,2,1,195,20216
0.5,0.02,2,2,192,18038
0.5,0.02,2,3,189,19673
0.5,0.02,2,4,185,19927
0.5,0.02,3,0,189,18881
0.5,0.02,3,1,192,19474
0.5,0.02,3,2,189,15461
0.5,0.02,3,3,194,20001
0.5,0.02,3,4,192,17103
0.5,0.02,4,0,192,18344
0.5,0.02,4,1,191,20097
0.5,0.02,4,2,194,19481
0.5,0.02,4,3,193,20067
0.5,0.02,4,4,190,16868
0.5,0.02,5,0,195,18281
0.5,0.02,5,1,189,19371
0.5,0.02,5,2,187,18956
0.5,0.02,5,3,194,16553
0.5,0.02,5,4,189,16981
0.5,0.025,1,0,184,15778
0.5,0.025,1,1,193,15672
0.5,0.025,1,2,189,15015
0.5,0.025,1,3,194,14916
0.5,0.025,1,4,186,14451
0.5,0.025,2,0,196,15720
0.5,0.025,2,1,194,16874
0.5,0.025,2,2,193,17283
0.5,0.025,2,3,186,14653
0.5,0.025,2,4,188,16034
0.5,0.025,3,0,188,15899
0.5,0.025,3,1,184,13874
0.5,0.025,3,2,182,14024
0.5,0.025,3,3,187,13187
0.5,0.025,3,4,189,16295
0.5,0.025,4,0,186,15862
0.5,0.025,4,1,191,16192
0.5,0.025,4,2,192,15161
0.5,0.025,4,3,191,13524
0.5,0.025,4,4,189,15736
0.5,0.025,5,0,186,12925
0.5,0.025,5,1,188,13679
0.5,0.025,5,2,188,14591
0.5,0.025,5,3,193,14026
0.5,0.025,5,4,190,13536
0.5,0.03,1,0,180,11390
0.5,0.03,1,1,187,13428
0.5,0.03,1,2,191,12534
0.5,0.03,1,3,187,11942
0.5,0.03,1,4,189,13012
0.5,0.03,2,0,186,12944
0.5,0.03,2,1,191,14335
0.5,0.03,2,2,185,12667
0.5,0.03,2,3,183,10935
0.5,0.03,2,4,193,12656
0.5,0.03,3,0,192,12567
0.5,0.03,3,1,196,12267
0.5,0.03,3,2,185,10434
0.5,0.03,3,3,186,11931
0.5,0.03,3,4,186,11652
0.5,0.03,4,0,188,12868
0.5,0.03,4,1,186,11597
0.5,0.03,4,2,181,12810
0.5,0.03,4,3,188,12996
0.5,0.03,4,4,180,11223
0.5,0.03,5,0,190,11370
0.5,0.03,5,1,186,11067
0.5,0.03,5,2,190,11999
0.5,0.03,5,3,190,11600
0.5,0.03,5,4,190,10695
0.5,0.035,1,0,193,10665
0.5,0.035,1,1,183,11233
0.5,0.035,1,2,188,11484
0.5,0.035,1,3,190,10690
0.5,0.035,1,4,184,10304
0.5,0.035,2,0,185,9607
0.5,0.035,2,1,189,10036
0.5,0.035,2,2,183,9664
0.5,0.035,2,3,186,10138
0.5,0.035,2,4,188,9950
0.5,0.035,3,0,190,11562
0.5,0.035,3,1,184,10184
0.5,0.035,3,2,184,9777
0.5,0.035,3,3,187,11340
0.5,0.035,3,4,188,11603
0.5,0.035,4,0,185,9116
0.5,0.035,4,1,188,8917
0.5,0.035,4,2,179,10185
0.5,0.035,4,3,186,10588
0.5,0.035,4,4,184,8511
0.5,0.035,5,0,176,9924
0.5,0.035,5,1,186,10825
0.5,0.035,5,2,179,10378
0.5,0.035,5,3,187,10280
0.5,0.035,5,4,193,10112
0.5,0.04,1,0,186,9487
0.5,0.04,1,1,184,8684
0.5,0.04,1,2,179,9886
0.5,0.04,1,3,179,8094
0.5,0.04,1,4,174,9086
0.5,0.04,2,0,178,9717
0.5,0.04,2,1,188,9591
0.5,0.04,2,2,187,9977
0.5,0.04,2,3,186,9642
0.5,0.04,2,4,188,9529
0.5,0.04,3,0,182,9947
0.5,0.04,3,1,177,7323
0.5,0.04,3,2,195,9099
0.5,0.04,3,3,166,7328
0.5,0.04,3,4,180,9185
0.5,0.04,4,0,185,7933
0.5,0.04,4,1,177,8097
0.5,0.04,4,2,183,8792
0.5,0.04,4,3,184,9396
0.5,0.04,4,4,183,9364
0.5,0.04,5,0,186,7837
0.5,0.04,5,1,189,9986
0.5,0.04,5,2,180,9132
0.5,0.04,5,3,183,8833
0.5,0.04,5,4,187,9407
0.5,0.045,1,0,185,8724
0.5,0.045,1,1,185,9480
0.5,0.045,1,2,182,8125
0.5,0.045,1,3,185,8645
0.5,0.045,1,4,184,7500
0.5,0.045,2,0,176,8091
0.5,0.045,2,1,175,8732
0.5,0.045,2,2,181,7215
0.5,0.045,2,3,180,7711
0.5,0.045,2,4,173,7082
0.5,0.045,3,0,178,7959
0.5,0.045,3,1,183,7980
0.5,0.045,3,2,188,8258
0.5,0.045,3,3,182,7595
0.5,0.045,3,4,185,7699
0.5,0.045,4,0,184,7822
0.5,0.045,4,1,177,8108
0.5,0.045,4,2,183,7969
0.5,0.045,4,3,180,8402
0.5,0.045,4,4,187,9045
0.5,0.045,5,0,180,7340
0.5,0.045,5,1,183,7068
0.5,0.045,5,2,179,8024
0.5,0.045,5,3,187,7338
0.5,0.045,5,4,182,8901
0.5,0.05,1,0,173,6658
0.5,0.05,1,1,197,9136
0.5,0.05,1,2,182,7914
0.5,0.05,1,3,182,7720
0.5,0.05,1,4,172,6329
0.5,0.05,2,0,184,6925
0.5,0.05,2,1,179,7499
0.5,0.05,2,2,169,6612
0.5,0.05,2,3,179,7089
0.5,0.05,2,4,184,7808
0.5,0.05,3,0,191,6831
0.5,0.05,3,1,186,6550
0.5,0.05,3,2,181,6733
0.5,0.05,3,3,180,6215
0.5,0.05,3,4,186,6271
0.5,0.05,4,0,193,7390
0.5,0.05,4,1,185,7136
0.5,0.05,4,2,176,6728
0.5,0.05,4,3,165,6076
0.5,0.05,4,4,179,7546
0.5,0.05,5,0,182,6804
0.5,0.05,5,1,181,6714
0.5,0.05,5,2,172,6327
0.5,0.05,5,3,178,6404
0.5,0.05,5,4,182,7036
0.5,0.055,1,0,191,7306
0.5,0.055,1,1,181,6601
0.5,0.055,1,2,181,7853
0.5,0.055,1,3,186,6526
0.5,0.055,1,4,181,6615
0.5,0.055,2,0,178,6031
0.5,0.055,2,1,180,7277
0.5,0.055,2,2,183,6855
0.5,0.055,2,3,164,5699
0.5,0.055,2,4,183,7164
0.5,0.055,3,0,182,7435
0.5,0.055,3,1,183,6028
0.5,0.055,3,2,184,7810
0.5,0.055,3,3,165,6003
0.5,0.055,3,4,179,5906
0.5,0.055,4,0,182,6762
0.5,0.055,4,1,177,5480
0.5,0.055,4,2,181,5827
0.5,0.055,4,3,183,6366
0.5,0.055,4,4,177,5685
0.5,0.055,5,0,181,6000
0.5,0.055,5,1,170,5102
0.5,0.055,5,2,176,5979
0.5,0.055,5,3,185,7454
0.5,0.055,5,4,166,5408
0.5,0.06,1,0,169,5065
0.5,0.06,1,1,184,6168
0.5,0.06,1,2,186,6850
0.5,0.06,1,3,179,6075
0.5,0.06,1,4,181,6475
0.5,0.06,2,0,175,6020
0.5,0.06,2,1,186,6332
0.5,0.06,2,2,183,6471
